Python 3.7.7
/home/dnair2m/miniconda3/envs/evidence/bin/python
/home/dnair2m/evidential_regression
So 18. Apr 18:43:00 CEST 2021
Hostname :  wr17
####### trying gpu
GOT GPU now loading data ,  [PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
Tesnorflow version : 2.1.0
[0] 	 RMSE: 0.4964 	 NLL: 12.4187 	 train_loss: 19017.7266 	 t: 12.15 sec
[24300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8712.9551 	 t: 37.60 sec
[24400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8751.8672 	 t: 40.22 sec
[24500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8292.5957 	 t: 40.67 sec
[24600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8526.3164 	 t: 40.59 sec
[24700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8056.7715 	 t: 40.90 sec
[24800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8373.9355 	 t: 39.37 sec
[24900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8707.9727 	 t: 36.42 sec
[25000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8830.0332 	 t: 36.68 sec
[25100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8533.0293 	 t: 36.47 sec
[25200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8699.2559 	 t: 36.61 sec
[25300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8916.3564 	 t: 36.73 sec
[25400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8716.8613 	 t: 36.71 sec
[25500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8911.3828 	 t: 36.57 sec
[25600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8531.1875 	 t: 36.60 sec
[25700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8427.5645 	 t: 36.59 sec
[25800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8460.4688 	 t: 36.60 sec
[25900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8901.5293 	 t: 36.59 sec
[26000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8438.5654 	 t: 36.49 sec
[26100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8679.0898 	 t: 36.70 sec
[26200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8944.9580 	 t: 36.64 sec
[26300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8775.5010 	 t: 36.68 sec
[26400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8481.8555 	 t: 36.59 sec
[26500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8806.2051 	 t: 36.62 sec
[26600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8670.1738 	 t: 36.57 sec
[26700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9055.0938 	 t: 36.69 sec
[26800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9088.0352 	 t: 36.41 sec
[26900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9032.8789 	 t: 36.64 sec
[27000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8579.0225 	 t: 36.85 sec
[27100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8557.5820 	 t: 36.58 sec
[27200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8946.3047 	 t: 36.46 sec
[27300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8623.8496 	 t: 36.84 sec
[27400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8647.3076 	 t: 36.70 sec
[27500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8772.5605 	 t: 36.57 sec
[27600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8581.1504 	 t: 36.59 sec
[27700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8508.1816 	 t: 36.58 sec
[27800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8502.8262 	 t: 36.59 sec
[27900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8703.6768 	 t: 36.53 sec
[28000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8612.7520 	 t: 36.70 sec
[28100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9231.6152 	 t: 36.56 sec
[28200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8949.3545 	 t: 36.76 sec
[28300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8829.8379 	 t: 36.60 sec
[28400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9126.6992 	 t: 36.68 sec
[28500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8064.2778 	 t: 36.61 sec
[28600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8977.1357 	 t: 36.59 sec
[28700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8575.0781 	 t: 36.51 sec
[28800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8385.2744 	 t: 36.62 sec
[28900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8452.0781 	 t: 36.70 sec
[29000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9207.2705 	 t: 36.64 sec
[29100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9062.0820 	 t: 36.57 sec
[29200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8932.3867 	 t: 36.58 sec
[29300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9231.9189 	 t: 36.57 sec
[29400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8806.0859 	 t: 36.71 sec
[29500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8997.2188 	 t: 36.56 sec
[29600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8940.4883 	 t: 36.75 sec
[29700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9327.5967 	 t: 36.59 sec
[29800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9085.6191 	 t: 36.69 sec
[29900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9679.8447 	 t: 36.38 sec
[30000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9188.8301 	 t: 36.44 sec
[30100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8358.8477 	 t: 36.50 sec
[30200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8865.5068 	 t: 36.57 sec
[30300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8947.3281 	 t: 36.61 sec
[30400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9011.2314 	 t: 36.49 sec
[30500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8737.1357 	 t: 36.63 sec
[30600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9093.3965 	 t: 36.52 sec
[30700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9248.8262 	 t: 36.54 sec
[30800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9336.6865 	 t: 36.55 sec
[30900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9164.9434 	 t: 36.45 sec
[31000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9593.8838 	 t: 36.41 sec
[31100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9060.1895 	 t: 36.43 sec
[31200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9223.1621 	 t: 36.62 sec
[31300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9224.8867 	 t: 36.48 sec
[31400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9146.3809 	 t: 36.37 sec
[31500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9072.5498 	 t: 36.61 sec
[31600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9082.5088 	 t: 36.47 sec
[31700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8843.5049 	 t: 36.71 sec
[31800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9751.4082 	 t: 36.45 sec
[31900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9393.0234 	 t: 36.46 sec
[32000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9051.0215 	 t: 36.48 sec
[32100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9180.4541 	 t: 36.62 sec
[32200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9037.1582 	 t: 36.66 sec
[32300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8941.7715 	 t: 36.57 sec
[32400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9334.4639 	 t: 36.46 sec
[32500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9326.9209 	 t: 36.46 sec
[32600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9730.6719 	 t: 36.52 sec
[32700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9670.3359 	 t: 36.61 sec
[32800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9482.2695 	 t: 36.45 sec
[32900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 8599.3750 	 t: 36.28 sec
[33000] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9237.8721 	 t: 36.53 sec
[33100] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9876.4668 	 t: 36.60 sec
[33200] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9500.0918 	 t: 36.50 sec
[33300] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9333.1484 	 t: 36.39 sec
[33400] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9015.9805 	 t: 36.31 sec
[33500] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9030.2041 	 t: 40.22 sec
[33600] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9171.1240 	 t: 40.45 sec
[33700] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9154.9746 	 t: 40.70 sec
[33800] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9600.5420 	 t: 40.64 sec
[33900] 	 RMSE: 0.0914 	 NLL: -0.9726 	 train_loss: 9629.9980 	 t: 41.30 sec
[34000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9449.8398 	 t: 36.66 sec
[34100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10543.6523 	 t: 36.67 sec
[34200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9955.2461 	 t: 36.69 sec
[34300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9743.9639 	 t: 36.61 sec
[34400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9526.7197 	 t: 36.57 sec
[34500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9957.5527 	 t: 36.61 sec
[34600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9547.4180 	 t: 36.89 sec
[34700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9299.8262 	 t: 36.58 sec
[34800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9604.2646 	 t: 36.44 sec
[34900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9640.5273 	 t: 36.72 sec
[35000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9393.7109 	 t: 36.67 sec
[35100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9223.6846 	 t: 36.52 sec
[35200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9393.5723 	 t: 36.60 sec
[35300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9695.3906 	 t: 36.54 sec
[35400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9618.2461 	 t: 36.55 sec
[35500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9514.8438 	 t: 36.46 sec
[35600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10051.8164 	 t: 36.62 sec
[35700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9235.3809 	 t: 36.68 sec
[35800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9531.9258 	 t: 36.62 sec
[35900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9393.7188 	 t: 36.50 sec
[36000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9562.0684 	 t: 36.64 sec
[36100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9209.7041 	 t: 36.61 sec
[36200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9816.6797 	 t: 36.70 sec
[36300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 8976.9570 	 t: 36.66 sec
[36400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9311.5996 	 t: 36.79 sec
[36500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9593.0312 	 t: 36.35 sec
[36600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9352.3662 	 t: 36.43 sec
[36700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9357.5010 	 t: 36.48 sec
[36800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9752.0107 	 t: 36.70 sec
[36900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9923.6904 	 t: 36.40 sec
[37000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9355.5254 	 t: 36.70 sec
[37100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 8907.5010 	 t: 36.58 sec
[37200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9507.2227 	 t: 36.78 sec
[37300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9661.7754 	 t: 36.53 sec
[37400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9729.2959 	 t: 36.58 sec
[37500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9774.4961 	 t: 36.65 sec
[37600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9476.6230 	 t: 36.65 sec
[37700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10109.9463 	 t: 36.66 sec
[37800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9746.4863 	 t: 36.47 sec
[37900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9743.4131 	 t: 36.65 sec
[38000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9459.0088 	 t: 36.51 sec
[38100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9421.0137 	 t: 36.61 sec
[38200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9800.5664 	 t: 36.50 sec
[38300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9915.9609 	 t: 36.82 sec
[38400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9932.8594 	 t: 36.71 sec
[38500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9697.3105 	 t: 36.48 sec
[38600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9553.2285 	 t: 36.68 sec
[38700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9469.0996 	 t: 36.72 sec
[38800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9433.6699 	 t: 36.55 sec
[38900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9733.1875 	 t: 36.66 sec
[39000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9479.9385 	 t: 36.62 sec
[39100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9390.1504 	 t: 36.67 sec
[39200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9354.6670 	 t: 36.46 sec
[39300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9636.8330 	 t: 36.43 sec
[39400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9822.4102 	 t: 36.60 sec
[39500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9305.6211 	 t: 36.49 sec
[39600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9411.0869 	 t: 36.72 sec
[39700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9156.3867 	 t: 36.43 sec
[39800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9694.3633 	 t: 36.76 sec
[39900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9840.8770 	 t: 36.63 sec
[40000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9563.9375 	 t: 36.71 sec
[40100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9503.3320 	 t: 36.63 sec
[40200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9944.0781 	 t: 36.73 sec
[40300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9818.3164 	 t: 36.61 sec
[40400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9859.0869 	 t: 36.57 sec
[40500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9368.6602 	 t: 36.59 sec
[40600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9601.0547 	 t: 36.55 sec
[40700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10071.5195 	 t: 36.43 sec
[40800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9959.7344 	 t: 36.54 sec
[40900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9843.8438 	 t: 36.56 sec
[41000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9604.9941 	 t: 36.61 sec
[41100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10087.9814 	 t: 36.53 sec
[41200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9643.7744 	 t: 36.84 sec
[41300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9670.7715 	 t: 36.74 sec
[41400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9683.8301 	 t: 36.44 sec
[41500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9223.4717 	 t: 36.71 sec
[41600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9463.9707 	 t: 36.44 sec
[41700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9471.0361 	 t: 36.67 sec
[41800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10167.2959 	 t: 36.65 sec
[41900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9448.1865 	 t: 36.56 sec
[42000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9284.2500 	 t: 36.77 sec
[42100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9447.3555 	 t: 36.73 sec
[42200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9889.7402 	 t: 36.76 sec
[42300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9901.1670 	 t: 36.79 sec
[42400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9722.2490 	 t: 36.48 sec
[42500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9890.9629 	 t: 36.59 sec
[42600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9259.3535 	 t: 37.01 sec
[42700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10372.3398 	 t: 40.57 sec
[42800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9669.1602 	 t: 40.38 sec
[42900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9355.4023 	 t: 40.56 sec
[43000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9586.2324 	 t: 40.86 sec
[43100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9371.5273 	 t: 39.39 sec
[43200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10502.1719 	 t: 36.64 sec
[43300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9866.8965 	 t: 36.73 sec
[43400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9640.6211 	 t: 36.66 sec
[43500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10318.5107 	 t: 36.79 sec
[43600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10144.4229 	 t: 36.66 sec
[43700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9834.2656 	 t: 36.54 sec
[43800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9218.9248 	 t: 36.70 sec
[43900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9313.7471 	 t: 36.51 sec
[44000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9821.7266 	 t: 36.51 sec
[44100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9842.8438 	 t: 36.54 sec
[44200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9627.1514 	 t: 36.74 sec
[44300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10101.2520 	 t: 36.82 sec
[44400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9820.2227 	 t: 36.71 sec
[44500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9994.9844 	 t: 36.57 sec
[44600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9257.7090 	 t: 36.80 sec
[44700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10103.4512 	 t: 36.77 sec
[44800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9609.3672 	 t: 36.58 sec
[44900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9603.1367 	 t: 36.54 sec
[45000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9537.9375 	 t: 36.51 sec
[45100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9940.3564 	 t: 36.58 sec
[45200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9615.9492 	 t: 36.77 sec
[45300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9964.9023 	 t: 36.73 sec
[45400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9731.5996 	 t: 36.56 sec
[45500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10102.5508 	 t: 36.73 sec
[45600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10475.5879 	 t: 36.50 sec
[45700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9551.8037 	 t: 36.57 sec
[45800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9751.9385 	 t: 36.77 sec
[45900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10123.9199 	 t: 36.69 sec
[46000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9432.2227 	 t: 36.41 sec
[46100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9617.4258 	 t: 36.41 sec
[46200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10100.9033 	 t: 36.53 sec
[46300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9579.0137 	 t: 36.63 sec
[46400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9764.7070 	 t: 36.56 sec
[46500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9685.2139 	 t: 36.75 sec
[46600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9105.1934 	 t: 36.49 sec
[46700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9993.1250 	 t: 36.73 sec
[46800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9938.3857 	 t: 36.49 sec
[46900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9288.7773 	 t: 36.54 sec
[47000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10056.0518 	 t: 36.69 sec
[47100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9699.3906 	 t: 36.66 sec
[47200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9452.0166 	 t: 36.51 sec
[47300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10206.1816 	 t: 36.72 sec
[47400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9941.9414 	 t: 36.71 sec
[47500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10403.6416 	 t: 36.70 sec
[47600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 8991.0703 	 t: 36.62 sec
[47700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10425.1953 	 t: 36.69 sec
[47800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10050.2354 	 t: 36.71 sec
[47900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10083.9053 	 t: 36.69 sec
[48000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9819.1377 	 t: 36.76 sec
[48100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10159.0332 	 t: 36.58 sec
[48200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9662.5527 	 t: 36.47 sec
[48300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9669.0840 	 t: 36.73 sec
[48400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10163.3516 	 t: 36.62 sec
[48500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10019.2070 	 t: 36.54 sec
[48600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9948.9131 	 t: 36.62 sec
[48700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9776.6758 	 t: 36.70 sec
[48800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10134.4443 	 t: 36.61 sec
